Symbol,Date,Close
TSLA,5/11/2018 16:00:00,301.06
TSLA,5/14/2018 16:00:00,291.97
TSLA,5/15/2018 16:00:00,284.18
TSLA,5/16/2018 16:00:00,286.48
TSLA,5/17/2018 16:00:00,284.54
TSLA,5/18/2018 16:00:00,284.54
TSLA,5/21/2018 16:00:00,284.49
TSLA,5/22/2018 16:00:00,275.01
TSLA,5/23/2018 16:00:00,279.07
TSLA,5/24/2018 16:00:00,277.85
TSLA,5/25/2018 16:00:00,278.85
TSLA,5/29/2018 16:00:00,283.76
TSLA,5/30/2018 16:00:00,291.72
TSLA,5/31/2018 16:00:00,284.73
TSLA,6/1/2018 16:00:00,291.82
TSLA,6/4/2018 16:00:00,296.74
TSLA,6/5/2018 16:00:00,291.13
TSLA,6/6/2018 16:00:00,319.5
TSLA,6/7/2018 16:00:00,316.09
TSLA,6/8/2018 16:00:00,317.66
TSLA,6/11/2018 16:00:00,332.1
TSLA,6/12/2018 16:00:00,342.77
TSLA,6/13/2018 16:00:00,344.78
TSLA,6/14/2018 16:00:00,357.72
TSLA,6/15/2018 16:00:00,358.17
TSLA,6/18/2018 16:00:00,370.83
TSLA,6/19/2018 16:00:00,352.55
TSLA,6/20/2018 16:00:00,362.22
TSLA,6/21/2018 16:00:00,347.51
TSLA,6/22/2018 16:00:00,333.63
TSLA,6/25/2018 16:00:00,333.01
TSLA,6/26/2018 16:00:00,342
TSLA,6/27/2018 16:00:00,344.5
TSLA,6/28/2018 16:00:00,349.93
TSLA,6/29/2018 16:00:00,342.95
TSLA,7/2/2018 16:00:00,335.07
TSLA,7/3/2018 13:00:00,310.86
TSLA,7/5/2018 16:00:00,309.16
TSLA,7/6/2018 16:00:00,308.9
TSLA,7/9/2018 16:00:00,318.51
TSLA,7/10/2018 16:00:00,322.47
TSLA,7/11/2018 16:00:00,318.96
TSLA,7/12/2018 16:00:00,316.71
TSLA,7/13/2018 16:00:00,318.87
TSLA,7/16/2018 16:00:00,310.1
TSLA,7/17/2018 16:00:00,322.69
TSLA,7/18/2018 16:00:00,323.85
TSLA,7/19/2018 16:00:00,320.23
TSLA,7/20/2018 16:00:00,313.58
TSLA,7/23/2018 16:00:00,303.2
TSLA,7/24/2018 16:00:00,297.43
TSLA,7/25/2018 16:00:00,308.74
TSLA,7/26/2018 16:00:00,306.65
TSLA,7/27/2018 16:00:00,297.18
TSLA,7/30/2018 16:00:00,290.17
TSLA,7/31/2018 16:00:00,298.14
TSLA,8/1/2018 16:00:00,300.84
TSLA,8/2/2018 16:00:00,349.54
TSLA,8/3/2018 16:00:00,348.17
TSLA,8/6/2018 16:00:00,341.99
TSLA,8/7/2018 16:00:00,379.57
TSLA,8/8/2018 16:00:00,370.34
TSLA,8/9/2018 16:00:00,352.45
TSLA,8/10/2018 16:00:00,355.49
TSLA,8/13/2018 16:00:00,356.41
TSLA,8/14/2018 16:00:00,347.64
TSLA,8/15/2018 16:00:00,338.69
TSLA,8/16/2018 16:00:00,335.45
TSLA,8/17/2018 16:00:00,305.5
TSLA,8/20/2018 16:00:00,308.44
TSLA,8/21/2018 16:00:00,321.9
TSLA,8/22/2018 16:00:00,321.64
TSLA,8/23/2018 16:00:00,320.1
TSLA,8/24/2018 16:00:00,322.82
TSLA,8/27/2018 16:00:00,319.27
TSLA,8/28/2018 16:00:00,311.86
TSLA,8/29/2018 16:00:00,305.01
TSLA,8/30/2018 16:00:00,303.15
TSLA,8/31/2018 16:00:00,301.66
TSLA,9/4/2018 16:00:00,288.95
TSLA,9/5/2018 16:00:00,280.74
TSLA,9/6/2018 16:00:00,280.95
TSLA,9/7/2018 16:00:00,263.24
TSLA,9/10/2018 16:00:00,285.5
TSLA,9/11/2018 16:00:00,279.44
TSLA,9/12/2018 16:00:00,290.54
TSLA,9/13/2018 16:00:00,289.46
TSLA,9/14/2018 16:00:00,295.2
TSLA,9/17/2018 16:00:00,294.84
TSLA,9/18/2018 16:00:00,284.96
TSLA,9/19/2018 16:00:00,299.02
TSLA,9/20/2018 16:00:00,298.33
TSLA,9/21/2018 16:00:00,299.1
TSLA,9/24/2018 16:00:00,299.68
TSLA,9/25/2018 16:00:00,300.99
TSLA,9/26/2018 16:00:00,309.58
TSLA,9/27/2018 16:00:00,307.52
TSLA,9/28/2018 16:00:00,264.77
TSLA,10/1/2018 16:00:00,310.7
TSLA,10/2/2018 16:00:00,301.02
TSLA,10/3/2018 16:00:00,294.8
TSLA,10/4/2018 16:00:00,281.83
TSLA,10/5/2018 16:00:00,261.95
TSLA,10/8/2018 16:00:00,250.56
TSLA,10/9/2018 16:00:00,262.8
TSLA,10/10/2018 16:00:00,256.88
TSLA,10/11/2018 16:00:00,252.23
TSLA,10/12/2018 16:00:00,258.78
TSLA,10/15/2018 16:00:00,259.59
TSLA,10/16/2018 16:00:00,276.59
TSLA,10/17/2018 16:00:00,271.78
TSLA,10/18/2018 16:00:00,263.91
TSLA,10/19/2018 16:00:00,260
TSLA,10/22/2018 16:00:00,260.95
TSLA,10/23/2018 16:00:00,294.14
TSLA,10/24/2018 16:00:00,288.5
TSLA,10/25/2018 16:00:00,314.86
TSLA,10/26/2018 16:00:00,330.9
TSLA,10/29/2018 16:00:00,334.85
TSLA,10/30/2018 16:00:00,329.9
TSLA,10/31/2018 16:00:00,337.32
TSLA,11/1/2018 16:00:00,344.28
TSLA,11/2/2018 16:00:00,346.41
TSLA,11/5/2018 16:00:00,341.4
TSLA,11/6/2018 16:00:00,341.06
TSLA,11/7/2018 16:00:00,348.16
TSLA,11/8/2018 16:00:00,351.4
TSLA,11/9/2018 16:00:00,350.51
TSLA,11/12/2018 16:00:00,331.28
TSLA,11/13/2018 16:00:00,338.73
TSLA,11/14/2018 16:00:00,344
TSLA,11/15/2018 16:00:00,348.44
TSLA,11/16/2018 16:00:00,354.31
TSLA,11/19/2018 16:00:00,353.47
TSLA,11/20/2018 16:00:00,347.49
TSLA,11/21/2018 16:00:00,338.19
TSLA,11/23/2018 13:00:00,325.83
TSLA,11/26/2018 16:00:00,346
TSLA,11/27/2018 16:00:00,343.92
TSLA,11/28/2018 16:00:00,347.87
TSLA,11/29/2018 16:00:00,341.17
TSLA,11/30/2018 16:00:00,350.48
TSLA,12/3/2018 16:00:00,358.49
TSLA,12/4/2018 16:00:00,359.7
TSLA,12/6/2018 16:00:00,363.06
TSLA,12/7/2018 16:00:00,357.97
TSLA,12/10/2018 16:00:00,365.15
TSLA,12/11/2018 16:00:00,366.76
TSLA,12/12/2018 16:00:00,366.6
TSLA,12/13/2018 16:00:00,376.79
TSLA,12/14/2018 16:00:00,365.71
TSLA,12/17/2018 16:00:00,348.42
TSLA,12/18/2018 16:00:00,337.03
TSLA,12/19/2018 16:00:00,332.97
TSLA,12/20/2018 16:00:00,315.38
TSLA,12/21/2018 16:00:00,319.77
TSLA,12/24/2018 13:00:00,295.39
TSLA,12/26/2018 16:00:00,326.09
TSLA,12/27/2018 16:00:00,316.13
TSLA,12/28/2018 16:00:00,333.87
TSLA,12/31/2018 16:00:00,332.8
TSLA,1/2/2019 16:00:00,310.12
TSLA,1/3/2019 16:00:00,300.36
TSLA,1/4/2019 16:00:00,317.69
TSLA,1/7/2019 16:00:00,334.96
TSLA,1/8/2019 16:00:00,335.35
TSLA,1/9/2019 16:00:00,338.53
TSLA,1/10/2019 16:00:00,344.97
TSLA,1/11/2019 16:00:00,347.26
TSLA,1/14/2019 16:00:00,334.4
TSLA,1/15/2019 16:00:00,344.43
TSLA,1/16/2019 16:00:00,346.05
TSLA,1/17/2019 16:00:00,347.31
TSLA,1/18/2019 16:00:00,302.26
TSLA,1/22/2019 16:00:00,298.92
TSLA,1/23/2019 16:00:00,287.59
TSLA,1/24/2019 16:00:00,291.51
TSLA,1/25/2019 16:00:00,297.04
TSLA,1/28/2019 16:00:00,296.38
TSLA,1/29/2019 16:00:00,297.46
TSLA,1/30/2019 16:00:00,308.77
TSLA,1/31/2019 16:00:00,307.02
TSLA,2/1/2019 16:00:00,312.21
TSLA,2/4/2019 16:00:00,312.89
TSLA,2/5/2019 16:00:00,321.35
TSLA,2/6/2019 16:00:00,317.22
TSLA,2/7/2019 16:00:00,307.51
TSLA,2/8/2019 16:00:00,305.8
TSLA,2/11/2019 16:00:00,312.84
TSLA,2/12/2019 16:00:00,311.81
TSLA,2/13/2019 16:00:00,308.17
TSLA,2/14/2019 16:00:00,303.77
TSLA,2/15/2019 16:00:00,307.88
TSLA,2/19/2019 16:00:00,305.64
TSLA,2/20/2019 16:00:00,302.56
TSLA,2/21/2019 16:00:00,291.23
TSLA,2/22/2019 16:00:00,294.71
TSLA,2/25/2019 16:00:00,298.77
TSLA,2/26/2019 16:00:00,297.86
TSLA,2/27/2019 16:00:00,314.74
TSLA,2/28/2019 16:00:00,319.88
TSLA,3/1/2019 16:00:00,294.79
TSLA,3/4/2019 16:00:00,285.36
TSLA,3/5/2019 16:00:00,276.54
TSLA,3/6/2019 16:00:00,276.24
TSLA,3/7/2019 16:00:00,276.59
TSLA,3/8/2019 16:00:00,284.14
TSLA,3/11/2019 16:00:00,290.92
TSLA,3/12/2019 16:00:00,283.36
TSLA,3/13/2019 16:00:00,288.96
TSLA,3/14/2019 16:00:00,289.96
TSLA,3/15/2019 16:00:00,275.43
TSLA,3/18/2019 16:00:00,269.49
TSLA,3/19/2019 16:00:00,267.47
TSLA,3/20/2019 16:00:00,273.6
TSLA,3/21/2019 16:00:00,274.02
TSLA,3/22/2019 16:00:00,264.53
TSLA,3/25/2019 16:00:00,260.42
TSLA,3/26/2019 16:00:00,267.77
TSLA,3/27/2019 16:00:00,274.83
TSLA,3/28/2019 16:00:00,278.62
TSLA,3/29/2019 16:00:00,279.86
TSLA,4/1/2019 16:00:00,289.18
TSLA,4/2/2019 16:00:00,285.88
TSLA,4/3/2019 16:00:00,291.81
TSLA,4/4/2019 16:00:00,267.78
TSLA,4/5/2019 16:00:00,274.96
TSLA,4/8/2019 16:00:00,273.2
TSLA,4/9/2019 16:00:00,272.31
TSLA,4/10/2019 16:00:00,276.06
TSLA,4/11/2019 16:00:00,268.42
TSLA,4/12/2019 16:00:00,267.7
TSLA,4/15/2019 16:00:00,266.38
TSLA,4/16/2019 16:00:00,273.36
TSLA,4/17/2019 16:00:00,271.23
TSLA,4/18/2019 16:00:00,273.26
TSLA,4/22/2019 16:00:00,262.75
