Symbol,Date,Close
TSLA,4/23/2019 16:00:00,263.9
TSLA,4/24/2019 16:00:00,258.66
TSLA,4/25/2019 16:00:00,247.63
TSLA,4/26/2019 16:00:00,235.14
TSLA,4/29/2019 16:00:00,241.47
TSLA,4/30/2019 16:00:00,238.69
TSLA,5/1/2019 16:00:00,234.01
TSLA,5/2/2019 16:00:00,244.1
TSLA,5/3/2019 16:00:00,255.03
TSLA,5/6/2019 16:00:00,255.34
TSLA,5/7/2019 16:00:00,247.06
TSLA,5/8/2019 16:00:00,244.84
TSLA,5/9/2019 16:00:00,241.98
