Symbol,Date,Close
MSFT,5/11/2018 16:00:00,97.7
MSFT,5/14/2018 16:00:00,98.03
MSFT,5/15/2018 16:00:00,97.32
MSFT,5/16/2018 16:00:00,97.15
MSFT,5/17/2018 16:00:00,96.18
MSFT,5/18/2018 16:00:00,96.36
MSFT,5/21/2018 16:00:00,97.6
MSFT,5/22/2018 16:00:00,97.5
MSFT,5/23/2018 16:00:00,98.66
MSFT,5/24/2018 16:00:00,98.31
MSFT,5/25/2018 16:00:00,98.36
MSFT,5/29/2018 16:00:00,98.01
MSFT,5/30/2018 16:00:00,98.95
MSFT,5/31/2018 16:00:00,98.84
MSFT,6/1/2018 16:00:00,100.79
MSFT,6/4/2018 16:00:00,101.67
MSFT,6/5/2018 16:00:00,102.19
MSFT,6/6/2018 16:00:00,102.49
MSFT,6/7/2018 16:00:00,100.88
MSFT,6/8/2018 16:00:00,101.63
MSFT,6/11/2018 16:00:00,101.05
MSFT,6/12/2018 16:00:00,101.31
MSFT,6/13/2018 16:00:00,100.85
MSFT,6/14/2018 16:00:00,101.42
MSFT,6/15/2018 16:00:00,100.13
MSFT,6/18/2018 16:00:00,100.86
MSFT,6/19/2018 16:00:00,100.86
MSFT,6/20/2018 16:00:00,101.87
MSFT,6/21/2018 16:00:00,101.14
MSFT,6/22/2018 16:00:00,100.41
MSFT,6/25/2018 16:00:00,98.39
MSFT,6/26/2018 16:00:00,99.08
MSFT,6/27/2018 16:00:00,97.54
MSFT,6/28/2018 16:00:00,98.63
MSFT,6/29/2018 16:00:00,98.61
MSFT,7/2/2018 16:00:00,100.01
MSFT,7/3/2018 13:00:00,99.05
MSFT,7/5/2018 16:00:00,99.76
MSFT,7/6/2018 16:00:00,101.16
MSFT,7/9/2018 16:00:00,101.85
MSFT,7/10/2018 16:00:00,102.12
MSFT,7/11/2018 16:00:00,101.98
MSFT,7/12/2018 16:00:00,104.19
MSFT,7/13/2018 16:00:00,105.43
MSFT,7/16/2018 16:00:00,104.91
MSFT,7/17/2018 16:00:00,105.95
MSFT,7/18/2018 16:00:00,105.12
MSFT,7/19/2018 16:00:00,104.4
MSFT,7/20/2018 16:00:00,106.27
MSFT,7/23/2018 16:00:00,107.97
MSFT,7/24/2018 16:00:00,107.66
MSFT,7/25/2018 16:00:00,110.83
MSFT,7/26/2018 16:00:00,109.62
MSFT,7/27/2018 16:00:00,107.68
MSFT,7/30/2018 16:00:00,105.37
MSFT,7/31/2018 16:00:00,106.08
MSFT,8/1/2018 16:00:00,106.28
MSFT,8/2/2018 16:00:00,107.57
MSFT,8/3/2018 16:00:00,108.04
MSFT,8/6/2018 16:00:00,108.13
MSFT,8/7/2018 16:00:00,108.88
MSFT,8/8/2018 16:00:00,109.49
MSFT,8/9/2018 16:00:00,109.67
MSFT,8/10/2018 16:00:00,109
MSFT,8/13/2018 16:00:00,108.21
MSFT,8/14/2018 16:00:00,109.56
MSFT,8/15/2018 16:00:00,107.66
MSFT,8/16/2018 16:00:00,107.64
MSFT,8/17/2018 16:00:00,107.58
MSFT,8/20/2018 16:00:00,106.87
MSFT,8/21/2018 16:00:00,105.98
MSFT,8/22/2018 16:00:00,107.06
MSFT,8/23/2018 16:00:00,107.56
MSFT,8/24/2018 16:00:00,108.4
MSFT,8/27/2018 16:00:00,109.6
MSFT,8/28/2018 16:00:00,110.26
MSFT,8/29/2018 16:00:00,112.02
MSFT,8/30/2018 16:00:00,111.95
MSFT,8/31/2018 16:00:00,112.33
